  Date , Regular , Midgrade , Premium 
 05/05/2008 ,3.903,4.007,4.111
 04/25/2008 ,3.955,4.069,4.176
 04/21/2008 ,3.846,3.949,4.053
 04/14/2008 ,3.774,3.884,3.984
 04/07/2008 ,3.685,3.793,3.89
 03/31/2008 ,3.608,3.719,3.818
 03/24/2008 ,3.602,3.71,3.811
 03/17/2008 ,3.604,3.713,3.812
 03/10/2008 ,3.537,3.645,3.746
 03/03/2008 ,3.459,3.564,3.662
 02/25/2008 ,3.328,3.433,3.536
 02/18/2008 ,3.191,3.298,3.396
 02/11/2008 ,3.108,3.223,3.324
 02/04/2008 ,3.107,3.222,3.322
 01/28/2008 ,3.148,3.261,3.361
 01/21/2008 ,3.226,3.338,3.44
 01/14/2008 ,3.29,3.398,3.5
 01/07/2008 ,3.328,3.438,3.541
 12/31/2007 ,3.298,3.407,3.51
 12/24/2007 ,3.261,3.368,3.468
 12/17/2007 ,3.285,3.391,3.493
 12/10/2007 ,3.329,3.428,3.531
 12/03/2007 ,3.361,3.469,3.569
 11/26/2007 ,3.398,3.505,3.605
 11/19/2007 ,3.395,3.503,3.605
 11/13/2007 ,3.366,3.472,3.572
 11/05/2007 ,3.231,3.335,3.434
 10/29/2007 ,3.159,3.267,3.366
 10/22/2007 ,3.143,3.251,3.352
 10/15/2007 ,3.053,3.161,3.261
 10/08/2007 ,2.996,3.107,3.206
 10/01/2007 ,2.973,3.083,3.183
 09/24/2007 ,2.961,3.072,3.173
 09/17/2007 ,2.904,3.014,3.114
 09/10/2007 ,2.839,2.953,3.057
 09/03/2007 ,2.791,2.904,3.009
 08/27/2007 ,2.791,2.905,3.008
 08/20/2007 ,2.862,2.976,3.076
 08/13/2007 ,2.928,3.034,3.132
 08/06/2007 ,3.016,3.135,3.229
 07/30/2007 ,3.06,3.17,3.267
 07/23/2007 ,3.118,3.223,3.332
 07/16/2007 ,3.158,3.269,3.368
 07/09/2007 ,3.136,3.247,3.347
 07/02/2007 ,3.157,3.268,3.37
 06/25/2007 ,3.192,3.306,3.408
 06/18/2007 ,3.236,3.35,3.453
 06/11/2007 ,3.32,3.436,3.537
 06/04/2007 ,3.374,3.484,3.583
 05/29/2007 ,3.407,3.517,3.616
 05/21/2007 ,3.436,3.544,3.644
 05/14/2007 ,3.45,3.557,3.659
 05/07/2007 ,3.461,3.57,3.671
 04/30/2007 ,3.359,3.469,3.572
 04/23/2007 ,3.316,3.425,3.524
 04/16/2007 ,3.305,3.411,3.511
 04/09/2007 ,3.252,3.36,3.46
 04/02/2007 ,3.228,3.335,3.439
 03/26/2007 ,3.152,3.258,3.359
 03/19/2007 ,3.078,3.186,3.289
 03/12/2007 ,3.068,3.174,3.267
 03/05/2007 ,2.897,3,3.091
 02/26/2007 ,2.796,2.901,2.999
 02/19/2007 ,2.71,2.811,2.911
 02/12/2007 ,2.632,2.734,2.832
 02/05/2007 ,2.535,2.634,2.733
 01/29/2007 ,2.491,2.592,2.689
 01/22/2007 ,2.538,2.643,2.741
 01/15/2007 ,2.583,2.685,2.783
 01/08/2007 ,2.632,2.736,2.831
 01/02/2007 ,2.61,2.715,2.812
 12/26/2006 ,2.607,2.708,2.805
 12/18/2006 ,2.561,2.664,2.761
 12/11/2006 ,2.504,2.608,2.704
 12/04/2006 ,2.496,2.599,2.698
 11/27/2006 ,2.493,2.599,2.698
 11/20/2006 ,2.495,2.601,2.7
 11/13/2006 ,2.464,2.571,2.664
 11/06/2006 ,2.396,2.503,2.6
 10/30/2006 ,2.434,2.537,2.635
 10/23/2006 ,2.481,2.583,2.68
 10/16/2006 ,2.54,2.641,2.737
 10/09/2006 ,2.601,2.702,2.801
 10/02/2006 ,2.683,2.785,2.884
 09/25/2006 ,2.76,2.865,2.964
 09/18/2006 ,2.848,2.952,3.051
 09/11/2006 ,2.949,3.054,3.15
 09/04/2006 ,3.01,3.114,3.213
 08/28/2006 ,3.098,3.198,3.302
 08/21/2006 ,3.162,3.267,3.367
 08/14/2006 ,3.211,3.319,3.427
 08/07/2006 ,3.192,3.3,3.4
 07/31/2006 ,3.198,3.304,3.403
 07/24/2006 ,3.22,3.325,3.427
 07/17/2006 ,3.24,3.344,3.446
 07/10/2006 ,3.224,3.329,3.432
 07/03/2006 ,3.189,3.292,3.391
 06/26/2006 ,3.163,3.269,3.368
 06/19/2006 ,3.198,3.306,3.406
 06/12/2006 ,3.225,3.33,3.431
 06/05/2006 ,3.269,3.276,3.479
 05/29/2006 ,3.266,3.369,3.477
 05/22/2006 ,3.255,3.356,3.456
 05/15/2006 ,3.33,3.435,3.538
 05/08/2006 ,3.332,3.439,3.542
 05/01/2006 ,3.202,3.308,3.407
 04/24/2006 ,3.068,3.172,3.271
 04/17/2006 ,2.896,2.993,3.1
 04/10/2006 ,2.811,2.913,3.011
 04/03/2006 ,2.743,2.844,2.944
 03/27/2006 ,2.669,2.77,2.87
 03/20/2006 ,2.635,2.737,2.837
 03/13/2006 ,2.532,2.634,2.736
 03/06/2006 ,2.48,2.581,2.682
 02/27/2006 ,2.439,2.542,2.643
 02/20/2006 ,2.473,2.578,2.678
 02/13/2006 ,2.522,2.624,2.724
 02/06/2006 ,2.544,2.647,2.745
 01/30/2006 ,2.513,2.616,2.715
 01/23/2006 ,2.424,2.525,2.625
 01/16/2006 ,2.417,2.519,2.619
 01/09/2006 ,2.328,2.428,2.527
 01/02/2006 ,2.213,2.318,2.418
 12/26/2005 ,2.233,2.335,2.435
 12/19/2005 ,2.249,2.362,2.452
 12/12/2005 ,2.277,2.382,2.481
 12/05/2005 ,2.335,2.436,2.535
 11/28/2005 ,2.412,2.512,2.608
 11/21/2005 ,2.453,2.555,2.654
 11/14/2005 ,2.582,2.677,2.772
 11/07/2005 ,2.659,2.759,2.854
 10/31/2005 ,2.747,2.842,2.94
 10/24/2005 ,2.827,2.922,3.017
 10/17/2005 ,2.902,2.999,3.091
 10/10/2005 ,2.964,3.063,3.161
 10/03/2005 ,2.973,3.074,3.167
 09/26/2005 ,2.947,3.044,3.134
 09/19/2005 ,2.954,3.053,3.145
 09/12/2005 ,3.004,3.099,3.192
 09/05/2005 ,3.056,3.147,3.237
 08/29/2005 ,2.77,2.867,2.959
 08/22/2005 ,2.75,2.847,2.943
 08/15/2005 ,2.716,2.816,2.909
 08/08/2005 ,2.601,2.702,2.794
 08/01/2005 ,2.549,2.651,2.746
 07/25/2005 ,2.541,2.645,2.732
 07/18/2005 ,2.538,2.632,2.731
 07/11/2005 ,2.525,2.624,2.72
 07/04/2005 ,2.457,2.556,2.652
 06/27/2005 ,2.412,2.516,2.615
 06/20/2005 ,2.352,2.456,2.555
 06/13/2005 ,2.333,2.436,2.534
 06/06/2005 ,2.36,2.463,2.563
 05/30/2005 ,2.391,2.496,2.595
 05/23/2005 ,2.434,2.539,2.639
 05/16/2005 ,2.473,2.578,2.676
 05/09/2005 ,2.516,2.62,2.717
 05/02/2005 ,2.56,2.663,2.761
 04/25/2005 ,2.565,2.672,2.77
 04/18/2005 ,2.584,2.687,2.787
 04/11/2005 ,2.592,2.694,2.793
 04/04/2005 ,2.464,2.564,2.662
 03/28/2005 ,2.376,2.48,2.579
 03/21/2005 ,2.312,2.413,2.518
 03/14/2005 ,2.287,2.392,2.488
 03/07/2005 ,2.229,2.329,2.433
 02/28/2005 ,2.176,2.282,2.373
 02/21/2005 ,2.15,2.256,2.348
 02/14/2005 ,2.091,2.194,2.3
 02/07/2005 ,2.053,2.161,2.262
 01/31/2005 ,2.034,2.142,2.244
 01/24/2005 ,1.959,2.068,2.172
 01/17/2005 ,1.932,2.043,2.154
 01/10/2005 ,1.932,2.043,2.148
 01/03/2005 ,1.982,2.088,2.194
 12/27/2004 ,2.01,2.116,2.213
 12/20/2004 ,2.049,2.157,2.257
 12/13/2004 ,2.135,2.242,2.343
 12/06/2004 ,2.192,2.297,2.398
 11/29/2004 ,2.236,2.339,2.439
 11/22/2004 ,2.263,2.367,2.468
 11/15/2004 ,2.311,2.413,2.515
 11/08/2004 ,2.341,2.446,2.547
 11/01/2004 ,2.369,2.478,2.578
 10/25/2004 ,2.394,2.5,2.6
 10/18/2004 ,2.402,2.505,2.604
 10/11/2004 ,2.327,2.426,2.529
 10/04/2004 ,2.198,2.3,2.399
 09/27/2004 ,2.094,2.199,2.297
 09/20/2004 ,2.057,2.161,2.262
 09/13/2004 ,2.053,2.156,2.256
 09/06/2004 ,2.07,2.178,2.273
 08/30/2004 ,2.1,2.208,2.303
 08/23/2004 ,2.051,2.157,2.254
 08/16/2004 ,2.055,2.16,2.258
 08/09/2004 ,2.092,2.2,2.3
 08/02/2004 ,2.128,2.231,2.33
 07/26/2004 ,2.162,2.266,2.368
 07/19/2004 ,2.186,2.295,2.396
 07/12/2004 ,2.193,2.304,2.405
 07/05/2004 ,2.204,2.309,2.409
 06/28/2004 ,2.237,2.337,2.435
 06/21/2004 ,2.259,2.367,2.468
 06/14/2004 ,2.289,2.4,2.498
 06/07/2004 ,2.316,2.424,2.524
 05/31/2004 ,2.327,2.435,2.535
 05/24/2004 ,2.324,2.429,2.526
 05/17/2004 ,2.269,2.375,2.477
 05/10/2004 ,2.223,2.333,2.435
 05/03/2004 ,2.115,2.222,2.323
 04/26/2004 ,2.124,2.231,2.33
 04/19/2004 ,2.148,2.251,2.353
 04/12/2004 ,2.157,2.265,2.364
 04/05/2004 ,2.126,2.234,2.334
 03/29/2004 ,2.079,2.189,2.288
 03/22/2004 ,2.083,2.195,2.296
 03/15/2004 ,2.097,2.207,2.309
 03/08/2004 ,2.112,2.222,2.331
 03/01/2004 ,2.109,2.219,2.321
 02/23/2004 ,2.029,2.137,2.236
 02/16/2004 ,1.868,1.973,2.07
 02/09/2004 ,1.821,1.928,2.034
 02/02/2004 ,1.753,1.861,1.962
 01/26/2004 ,1.726,1.834,1.937
 01/19/2004 ,1.69,1.799,1.899
 01/12/2004 ,1.667,1.777,1.876
 01/05/2004 ,1.617,1.728,1.825
 12/29/2003 ,1.595,1.711,1.813
 12/22/2003 ,1.615,1.729,1.829
 12/15/2003 ,1.624,1.736,1.836
 12/08/2003 ,1.652,1.763,1.863
 12/01/2003 ,1.68,1.789,1.889
 11/24/2003 ,1.691,1.799,1.899
 11/17/2003 ,1.681,1.789,1.887
 11/10/2003 ,1.685,1.803,1.899
 11/03/2003 ,1.711,1.847,1.944
 10/27/2003 ,1.737,1.827,1.923
 10/20/2003 ,1.769,1.88,1.979
 10/13/2003 ,1.805,1.917,2.017
 10/06/2003 ,1.854,1.969,2.065
 09/29/2003 ,1.912,2.018,2.117
 09/22/2003 ,1.978,2.086,2.186
 09/15/2003 ,2.034,2.14,2.236
 09/08/2003 ,2.085,2.191,2.291
 09/01/2003 ,2.1,2.205,2.306
 08/25/2003 ,2.101,2.206,2.307
 08/18/2003 ,1.92,2.022,2.12
 08/12/2003 ,1.743,1.85,1.946
 08/04/2003 ,1.703,1.812,1.91
 07/28/2003 ,1.707,1.818,1.915
 07/21/2003 ,1.725,1.833,1.93
 07/14/2003 ,1.757,1.864,1.959
 07/07/2003 ,1.785,1.887,1.983
 06/30/2003 ,1.8,1.902,2
 06/23/2003 ,1.805,1.905,2.001
 06/16/2003 ,1.787,1.887,1.988
 06/12/2003 ,1.696,1.803,1.902
 06/03/2003 ,1.732,1.841,1.94
 05/26/2003 ,1.763,1.872,1.971
 05/19/2003 ,1.809,1.921,2.025
 05/12/2003 ,1.867,1.977,2.077
 05/05/2003 ,1.928,2.039,2.14
 04/28/2003 ,1.977,2.089,2.193
 04/21/2003 ,2.009,2.121,2.224
 04/14/2003 ,2.077,2.191,2.291
 04/07/2003 ,2.115,2.226,2.32
 03/31/2003 ,2.13,2.238,2.344
 03/24/2003 ,2.143,2.252,2.353
 03/17/2003 ,2.145,2.25,2.352
 03/10/2003 ,2.084,2.191,2.292
 03/03/2003 ,2.012,2.122,2.221
 02/24/2003 ,1.922,2.031,2.134
 02/17/2003 ,1.862,1.969,2.069
 02/10/2003 ,1.752,1.864,1.97
 02/03/2003 ,1.683,1.792,1.898
 01/27/2003 ,1.649,1.761,1.866
 01/20/2003 ,1.634,1.744,1.849
 01/13/2003 ,1.592,1.704,1.814
 01/06/2003 ,1.577,1.691,1.798
 12/30/2002 ,1.532,1.651,1.748
 12/23/2002 ,1.52,1.633,1.738
 12/16/2002 ,1.525,1.642,1.746
 12/09/2002 ,1.54,1.654,1.758
 12/02/2002 ,1.562,1.675,1.778
 11/25/2002 ,1.57,1.673,1.778
 11/18/2002 ,1.587,1.698,1.793
 11/11/2002 ,1.592,1.698,1.801
 11/04/2002 ,1.562,1.669,1.773
 10/28/2002 ,1.521,1.63,1.734
 10/21/2002 ,1.524,1.633,1.737
 10/14/2002 ,1.534,1.643,1.753
 10/07/2002 ,1.546,1.657,1.762
 09/30/2002 ,1.559,1.671,1.773
 09/23/2002 ,1.569,1.677,1.783
 09/16/2002 ,1.58,1.69,1.795
 09/09/2002 ,1.59,1.699,1.803
 09/02/2002 ,1.599,1.708,1.813
 08/27/2002 ,1.593,1.703,1.808
 08/19/2002 ,1.581,1.69,1.795
 08/12/2002 ,1.586,1.697,1.802
 08/05/2002 ,1.593,1.704,1.809
 07/29/2002 ,1.578,1.69,1.794
 07/22/2002 ,1.591,1.702,1.806
 07/15/2002 ,1.604,1.715,1.817
 07/08/2002 ,1.613,1.72,1.823
 07/01/2002 ,1.618,1.725,1.825
 06/24/2002 ,1.618,1.724,1.826
 06/17/2002 ,1.601,1.706,1.808
 06/10/2002 ,1.563,1.671,1.774
 06/03/2002 ,1.563,1.671,1.775
 05/27/2002 ,1.554,1.665,1.769
 05/20/2002 ,1.557,1.669,1.774
 05/13/2002 ,1.571,1.688,1.791
 05/07/2002 ,1.589,1.698,1.801
 04/29/2002 ,1.607,1.714,1.816
 04/22/2002 ,1.613,1.723,1.821
 04/15/2002 ,1.617,1.726,1.828
 04/08/2002 ,1.622,1.725,1.828
 04/01/2002 ,1.592,1.697,1.798
 03/25/2002 ,1.561,1.664,1.756
 03/18/2002 ,1.498,1.607,1.708
 03/11/2002 ,1.454,1.557,1.654
 03/04/2002 ,1.331,1.438,1.54
 02/26/2002 ,1.304,1.409,1.507
 02/18/2002 ,1.286,1.388,1.487
 02/11/2002 ,1.254,1.357,1.454
 02/04/2002 ,1.251,1.352,1.449
 01/28/2002 ,1.224,1.326,1.428
 01/21/2002 ,1.206,1.307,1.407
 01/14/2002 ,1.182,1.285,1.385
 01/07/2002 ,1.129,1.234,1.331
 12/31/2001 ,1.1,1.206,1.302
 12/24/2001 ,1.109,1.217,1.314
 12/17/2001 ,1.141,1.246,1.345
 12/10/2001 ,1.197,1.301,1.401
 12/03/2001 ,1.243,1.348,1.447
 11/26/2001 ,1.293,1.395,1.494
 11/19/2001 ,1.335,1.44,1.539
 11/12/2001 ,1.379,1.483,1.584
 11/05/2001 ,1.422,1.526,1.626
 10/29/2001 ,1.469,1.573,1.675
 10/22/2001 ,1.505,1.608,1.71
 10/15/2001 ,1.55,1.653,1.756
 10/08/2001 ,1.582,1.687,1.789
 10/01/2001 ,1.624,1.73,1.831
 09/24/2001 ,1.66,1.766,1.861
 09/17/2001 ,1.672,1.776,1.873
 09/10/2001 ,1.677,1.776,1.879
 09/04/2001 ,1.643,1.748,1.849
 08/27/2001 ,1.535,1.641,1.745
 08/20/2001 ,1.523,1.637,1.741
 08/13/2001 ,1.56,1.676,1.782
 08/06/2001 ,1.616,1.732,1.837
 07/30/2001 ,1.669,1.766,1.891
 07/23/2001 ,1.722,1.84,1.949
 07/16/2001 ,1.776,1.888,1.974
 07/09/2001 ,1.824,1.938,2.024
 07/02/2001 ,1.859,1.971,2.055
 06/25/2001 ,1.901,2.014,2.115
 06/18/2001 ,1.929,2.039,2.143
 06/11/2001 ,1.946,2.055,2.157
 06/04/2001 ,1.931,2.038,2.139
 05/28/2001 ,1.947,2.053,2.158
 05/21/2001 ,1.951,2.057,2.162
 05/14/2001 ,1.954,2.055,2.156
 05/07/2001 ,1.938,2.033,2.127
 04/30/2001 ,1.867,1.961,2.058
 04/23/2001 ,1.828,1.923,2.023
 04/16/2001 ,1.798,1.894,1.995
 04/09/2001 ,1.754,1.853,1.955
 04/02/2001 ,1.716,1.82,1.918
 03/26/2001 ,1.683,1.786,1.886
 03/19/2001 ,1.691,1.797,1.891
 03/12/2001 ,1.7,1.801,1.897
 03/05/2001 ,1.695,1.791,1.888
 02/26/2001 ,1.662,1.759,1.857
 02/19/2001 ,1.66,1.758,1.858
 02/12/2001 ,1.637,1.737,1.836
 02/05/2001 ,1.59,1.691,1.792
 01/29/2001 ,1.566,1.668,1.772
 01/22/2001 ,1.582,1.688,1.789
 01/15/2001 ,1.6,1.703,1.802
 01/08/2001 ,1.627,1.732,1.807
 01/01/2001 ,1.629,1.733,1.834
 12/25/2000 ,1.647,1.753,1.858
 12/18/2000 ,1.658,1.768,1.874
 12/11/2000 ,1.688,1.796,1.898
 12/04/2000 ,1.721,1.826,1.923
 11/27/2000 ,1.744,1.842,1.947
 11/22/2000 ,1.752,1.857,1.957
 11/13/2000 ,1.777,1.875,1.973
 11/06/2000 ,1.791,1.891,1.99
 10/30/2000 ,1.796,1.895,1.995
 10/23/2000 ,1.796,1.897,1.996
 10/16/2000 ,1.809,1.909,2.012
 10/09/2000 ,1.826,1.922,2.023
 10/02/2000 ,1.832,1.931,2.037
 09/25/2000 ,1.832,1.925,2.021
 09/18/2000 ,1.832,1.927,2.024
 09/11/2000 ,1.847,1.939,2.047
 09/04/2000 ,1.788,1.883,1.981
 08/28/2000 ,1.702,1.8,1.9
 08/21/2000 ,1.667,1.761,1.859
 08/14/2000 ,1.668,1.77,1.87
 08/07/2000 ,1.666,1.764,1.866
 07/31/2000 ,1.681,1.782,1.881
 07/24/2000 ,1.712,1.809,1.907
 07/17/2000 ,1.72,1.818,1.913
 07/10/2000 ,1.729,1.829,1.923
 07/03/2000 ,1.71,1.81,1.908
 06/26/2000 ,1.641,1.743,1.846
 06/19/2000 ,1.618,1.721,1.824
 06/12/2000 ,1.614,1.721,1.825
 06/05/2000 ,1.613,1.72,1.824
 05/29/2000 ,1.613,1.718,1.822
 05/22/2000 ,1.612,1.717,1.821
 05/15/2000 ,1.633,1.737,1.841
 05/08/2000 ,1.658,1.765,1.863
 05/01/2000 ,1.674,1.778,1.882
 04/24/2000 ,1.696,1.801,1.901
 04/17/2000 ,1.727,1.833,1.936
 04/10/2000 ,1.752,1.858,1.959
 04/03/2000 ,1.771,1.874,1.975
 03/27/2000 ,1.788,1.891,1.991
 03/20/2000 ,1.793,1.893,1.988
 03/13/2000 ,1.739,1.835,1.931
 03/06/2000 ,1.633,1.736,1.83
 02/28/2000 ,1.518,1.621,1.72
 02/21/2000 ,1.444,1.55,1.647
 02/14/2000 ,1.401,1.506,1.608
 02/07/2000 ,1.383,1.493,1.594
 01/31/2000 ,1.382,1.492,1.592
 01/24/2000 ,1.347,1.457,1.558
 01/17/2000 ,1.345,1.453,1.558
 01/10/2000 ,1.354,1.461,1.568
 01/03/2000 ,1.359,1.467,1.572
 12/27/1999 ,1.362,1.472,1.576
 12/20/1999 ,1.367,1.474,1.581
 12/13/1999 ,1.379,1.486,1.59
 12/06/1999 ,1.385,1.494,1.6
 11/29/1999 ,1.374,1.48,1.585
 11/22/1999 ,1.365,1.473,1.578
 11/15/1999 ,1.346,1.452,1.558
 11/08/1999 ,1.331,1.439,1.546
 11/01/1999 ,1.341,1.447,1.544
 10/25/1999 ,1.365,1.465,1.576
 10/18/1999 ,1.382,1.485,1.592
 10/11/1999 ,1.388,1.495,1.6
 10/04/1999 ,1.378,1.484,1.59
 09/27/1999 ,1.39,1.491,1.596
 09/20/1999 ,1.422,1.525,1.631
 09/13/1999 ,1.448,1.553,1.659
 09/06/1999 ,1.462,1.571,1.678
 08/30/1999 ,1.498,1.601,1.705
 08/23/1999 ,1.516,1.622,1.721
 08/16/1999 ,1.529,1.633,1.736
 08/09/1999 ,1.531,1.634,1.731
 08/02/1999 ,1.497,1.6,1.697
 07/26/1999 ,1.478,1.574,1.679
 07/19/1999 ,1.463,1.558,1.658
 07/12/1999 ,1.381,1.478,1.584
 07/05/1999 ,1.327,1.422,1.524
 06/28/1999 ,1.336,1.435,1.537
 06/21/1999 ,1.343,1.438,1.542
 06/14/1999 ,1.335,1.427,1.535
 06/07/1999 ,1.347,1.443,1.553
 05/31/1999 ,1.372,1.473,1.584
 05/24/1999 ,1.421,1.528,1.637
 05/17/1999 ,1.481,1.591,1.697
 05/10/1999 ,1.509,1.615,1.728
 05/03/1999 ,1.543,1.649,1.756
 04/26/1999 ,1.568,1.68,1.786
 04/19/1999 ,1.594,1.705,1.809
 04/12/1999 ,1.624,1.731,1.83
 04/05/1999 ,1.586,1.695,1.793
 03/29/1999 ,1.456,1.552,1.656
 03/22/1999 ,1.229,1.332,1.438
 03/15/1999 ,1.191,1.292,1.399
 03/08/1999 ,1.162,1.264,1.371
 03/01/1999 ,1.118,1.227,1.338
 02/22/1999 ,1.113,1.221,1.332
 02/15/1999 ,1.099,1.209,1.321
 02/08/1999 ,1.101,1.212,1.323
 02/01/1999 ,1.106,1.216,1.326
 01/25/1999 ,1.115,1.222,1.331
 01/18/1999 ,1.122,1.229,1.338
 01/11/1999 ,1.126,1.233,1.344
 01/04/1999 ,1.129,1.237,1.347
 12/28/1998 ,1.133,1.243,1.352
 12/21/1998 ,1.136,1.246,1.353
 12/14/1998 ,1.133,1.24,1.355
 12/07/1998 ,1.142,1.242,1.358
 11/30/1998 ,1.155,1.258,1.368
 11/23/1998 ,1.156,1.261,1.37
 11/16/1998 ,1.137,1.237,1.344
 11/09/1998 ,1.135,1.237,1.349
 11/02/1998 ,1.138,1.24,1.35
 10/26/1998 ,1.141,1.242,1.358
 10/19/1998 ,1.14,1.243,1.352
 10/12/1998 ,1.142,1.247,1.355
 10/05/1998 ,1.15,1.249,1.36
 09/28/1998 ,1.157,1.255,1.367
 09/21/1998 ,1.162,1.261,1.37
 09/14/1998 ,1.132,1.231,1.34
 09/07/1998 ,1.143,1.237,1.348
 08/31/1998 ,1.148,1.242,1.353
 08/24/1998 ,1.158,1.258,1.366
 08/17/1998 ,1.166,1.262,1.375
 08/10/1998 ,1.17,1.266,1.376
 08/03/1998 ,1.177,1.272,1.379
 07/28/1998 ,1.186,1.283,1.39
 07/20/1998 ,1.187,1.284,1.391
 07/13/1998 ,1.191,1.286,1.394
 07/06/1998 ,1.195,1.29,1.398
 06/29/1998 ,1.199,1.295,1.404
 06/22/1998 ,1.203,1.301,1.409
 06/15/1998 ,1.214,1.307,1.413
 06/08/1998 ,1.217,1.31,1.416
 06/01/1998 ,1.232,1.324,1.429
 05/25/1998 ,1.242,1.329,1.43
 05/18/1998 ,1.24,1.339,1.44
 05/11/1998 ,1.219,1.336,1.419
 05/04/1998 ,1.208,1.324,1.407
 04/27/1998 ,1.135,1.249,1.332
 04/20/1998 ,1.113,1.229,1.311
 04/13/1998 ,1.117,1.232,1.314
 04/06/1998 ,1.094,1.217,1.298
 03/30/1998 ,1.093,1.214,1.298
 03/23/1998 ,1.066,1.184,1.266
 03/16/1998 ,1.067,1.194,1.274
 03/09/1998 ,1.066,1.196,1.274
 03/02/1998 ,1.098,1.218,1.299
 02/23/1998 ,1.128,1.254,1.333
 02/16/1998 ,1.157,1.276,1.358
 02/09/1998 ,1.186,1.307,1.389
 02/02/1998 ,1.215,1.331,1.417
 01/26/1998 ,1.23,1.352,1.436
 01/19/1998 ,1.251,1.368,1.452
 01/12/1998 ,1.273,1.401,1.483
 01/05/1998 ,1.291,1.417,1.5
 12/29/1997 ,1.299,1.425,1.51
 12/22/1997 ,1.308,1.429,1.514
 12/15/1997 ,1.319,1.446,1.529
 12/08/1997 ,1.328,1.457,1.54
 12/01/1997 ,1.344,1.47,1.555
 11/24/1997 ,1.352,1.479,1.564
 11/17/1997 ,1.362,1.488,1.573
 11/10/1997 ,1.374,1.498,1.584
 11/03/1997 ,1.387,1.505,1.591
 10/27/1997 ,1.397,1.519,1.604
 10/20/1997 ,1.406,1.528,1.614
 10/13/1997 ,1.413,1.535,1.623
 10/06/1997 ,1.431,1.542,1.637
 09/29/1997 ,1.43,1.546,1.638
 09/22/1997 ,1.437,1.554,1.643
 09/15/1997 ,1.438,1.553,1.644
 09/08/1997 ,1.42,1.537,1.627
 09/01/1997 ,1.401,1.517,1.606
 08/25/1997 ,1.383,1.501,1.591
 08/18/1997 ,1.351,1.469,1.564
 08/11/1997 ,1.319,1.437,1.525
 08/04/1997 ,1.272,1.391,1.48
 07/29/1997 ,1.247,1.372,1.457
 07/21/1997 ,1.259,1.378,1.466
 07/14/1997 ,1.268,1.386,1.474
 07/07/1997 ,1.274,1.394,1.48
 06/30/1997 ,1.279,1.401,1.486
 06/23/1997 ,1.309,1.423,1.511
 06/16/1997 ,1.32,1.432,1.519
 06/09/1997 ,1.327,1.44,1.527
 06/02/1997 ,1.337,1.447,1.531
 05/26/1997 ,1.343,1.454,1.54
 05/19/1997 ,1.352,1.461,1.547
 05/12/1997 ,1.36,1.471,1.557
 05/05/1997 ,1.366,1.478,1.561
 04/28/1997 ,1.374,1.484,1.567
 04/21/1997 ,1.381,1.482,1.568
 04/14/1997 ,1.384,1.489,1.573
 04/07/1997 ,1.372,1.483,1.565
 03/31/1997 ,1.35,1.455,1.536
 03/24/1997 ,1.328,1.434,1.516
 03/17/1997 ,1.315,1.427,1.513
 03/10/1997 ,1.303,1.416,1.503
 03/03/1997 ,1.285,1.398,1.481
 02/24/1997 ,1.285,1.396,1.48
 02/17/1997 ,1.279,1.389,1.474
 02/10/1997 ,1.281,1.384,1.469
 02/03/1997 ,1.267,1.375,1.458
 01/27/1997 ,1.254,1.365,1.447
 01/20/1997 ,1.252,1.361,1.443
 01/13/1997 ,1.241,1.349,1.434
 01/06/1997 ,1.217,1.324,1.414
 12/30/1996 ,1.198,1.307,1.395
 12/23/1996 ,1.193,1.302,1.388
 12/16/1996 ,1.182,1.302,1.388
 12/09/1996 ,1.173,1.288,1.376
 12/02/1996 ,1.165,1.287,1.375
 11/25/1996 ,1.163,1.287,1.368
 11/18/1996 ,1.16,1.283,1.366
 11/11/1996 ,1.163,1.287,1.375
 11/04/1996 ,1.191,1.313,1.389
 10/28/1996 ,1.208,1.329,1.408
 10/21/1996 ,1.23,1.35,1.431
 10/14/1996 ,1.25,1.365,1.448
 10/07/1996 ,1.263,1.381,1.462
 09/30/1996 ,1.278,1.393,1.477
 09/23/1996 ,1.289,1.41,1.493
 09/16/1996 ,1.296,1.414,1.5
 09/09/1996 ,1.294,1.414,1.495
 09/02/1996 ,1.304,1.424,1.506
 08/26/1996 ,1.343,1.458,1.543
 08/19/1996 ,1.341,1.459,1.54
 08/12/1996 ,1.358,1.483,1.563
 08/05/1996 ,1.379,1.505,1.586
 07/29/1996 ,1.402,1.52,1.604
 07/22/1996 ,1.421,1.536,1.617
 07/15/1996 ,1.437,1.547,1.632
 07/08/1996 ,1.445,1.555,1.645
 07/01/1996 ,1.454,1.566,1.656
 06/24/1996 ,1.468,1.584,1.67
 06/17/1996 ,1.48,1.596,1.682
 06/10/1996 ,1.493,1.603,1.689
 06/03/1996 ,1.509,1.62,1.71
 05/27/1996 ,1.515,1.621,1.715
 05/20/1996 ,1.526,1.633,1.723
 05/13/1996 ,1.538,1.642,1.73
 05/06/1996 ,1.545,1.647,1.731
 04/29/1996 ,1.543,1.641,1.728
 04/22/1996 ,1.481,1.595,1.674
 04/15/1996 ,1.368,1.479,1.562
 04/08/1996 ,1.314,1.422,1.509
 04/01/1996 ,1.275,1.386,1.473
 03/25/1996 ,1.252,1.358,1.451
 03/18/1996 ,1.239,1.342,1.434
 03/11/1996 ,1.224,1.325,1.416
